TraceNo.;Realduration(ms);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained)
605;75942000;0;1;75941999;81595799;81595799;81595799;81595799;83438060;86287728;5653800;5653800;5653800;5653800;7496061;10345729;1;590001;75351999;81005799;77967423;77967423;77967423;76953726;78015325;5653800;2615424;2615424;2615424;1601727;2663326;2;3507001;72434999;78088799;58158451;58158451;58158451;59381077;54084155;5653800;14276548;14276548;14276548;13053922;18350844;3;6455001;69486999;75140799;42744987;42744987;42744987;41599138;43331145;5653800;26742012;26742012;26742012;27887861;26155854;4;68253001;7688999;13342799;23396509;23396509;23396509;25017413;24438012;5653800;15707510;15707510;15707510;17328414;16749013;5;72625001;3316999;8970799;13130237;13130237;13130237;12907442;10979832;5653800;9813238;9813238;9813238;9590443;7662833;6;75118001;823999;6477799;2307032;2307032;2307032;2200650;1892322;5653800;1483033;1483033;1483033;1376651;1068323
606;78889000;0;1;78888999;81595799;81595799;81595799;81595799;78672158;79774935;2706800;2706800;2706800;2706800;216841;885936;1;610001;78278999;80985799;77967423;77967423;77967423;76534243;67004431;2706800;311576;311576;311576;1744756;11274568;2;8265001;70623999;73330799;58158451;58158451;58158451;56427755;62760792;2706800;12465548;12465548;12465548;14196244;7863207;3;67428001;11460999;14167799;42744987;42744987;42744987;42786970;40989118;2706800;31283988;31283988;31283988;31325971;29528119;4;72021001;6867999;9574799;23396509;23396509;23396509;24876652;21771958;2706800;16528510;16528510;16528510;18008653;14903959;5;76164001;2724999;5431799;13130237;13130237;13130237;12328664;6776232;2706800;10405238;10405238;10405238;9603665;4051233;6;78058001;830999;3537799;2307032;2307032;2307032;2348984;3410068;2706800;1476033;1476033;1476033;1517985;2579069
607;78339000;0;1;78338999;81595799;81595799;81595799;81595799;82059156;80130632;3256800;3256800;3256800;3256800;3720157;1791633;1;1074001;77264999;80521799;77967423;77967423;77967423;75082822;73298152;3256800;702424;702424;702424;2182177;3966847;2;5544001;72794999;76051799;58158451;58158451;58158451;59124015;64184048;3256800;14636548;14636548;14636548;13670984;8610951;3;65950001;12388999;15645799;42744987;42744987;42744987;42583881;41543668;3256800;30355988;30355988;30355988;30194882;29154669;4;70891001;7447999;10704799;23396509;23396509;23396509;23689123;25333848;3256800;15948510;15948510;15948510;16241124;17885849;5;74793001;3545999;6802799;13130237;13130237;13130237;14669432;11002092;3256800;9584238;9584238;9584238;11123433;7456093;6;78002001;336999;3593799;2307032;2307032;2307032;2254593;1489642;3256800;1970033;1970033;1970033;1917594;1152643
608;88042000;0;1;88041999;81595799;81595799;81595799;81595799;83149149;88623175;6446200;6446200;6446200;6446200;4892850;581176;1;789001;87252999;80806799;77967423;77967423;77967423;81012127;77481655;6446200;9285576;9285576;9285576;6240872;9771344;2;68246001;19795999;13349799;58158451;58158451;58158451;59311789;54995952;6446200;38362452;38362452;38362452;39515790;35199953;3;71782001;16259999;9813799;42744987;42744987;42744987;44955885;48776912;6446200;26484988;26484988;26484988;28695886;32516913;4;76636001;11405999;4959799;23396509;23396509;23396509;23802238;28459902;6446200;11990510;11990510;11990510;12396239;17053903;5;80514001;7527999;1081799;13130237;13130237;13130237;13991759;13476605;6446200;5602238;5602238;5602238;6463760;5948606;6;87384001;657999;0;2307032;2307032;2307032;2211183;3372475;657999;1649033;1649033;1649033;1553184;2714476
609;84094000;0;1;84093999;81595799;81595799;81595799;81595799;84604467;82924381;2498200;2498200;2498200;2498200;510468;1169618;1;913001;83180999;80682799;77967423;77967423;77967423;78936316;73618332;2498200;5213576;5213576;5213576;4244683;9562667;2;68498001;15595999;13097799;58158451;58158451;58158451;56664333;54112805;2498200;42562452;42562452;42562452;41068334;38516806;3;71849001;12244999;9746799;42744987;42744987;42744987;42016039;44760352;2498200;30499988;30499988;30499988;29771040;32515353;4;77642001;6451999;3953799;23396509;23396509;23396509;23211574;24383448;2498200;16944510;16944510;16944510;16759575;17931449;5;81183001;2910999;412799;13130237;13130237;13130237;13039848;14843238;2498200;10219238;10219238;10219238;10128849;11932239;6;83643001;450999;0;2307032;2307032;2307032;2352995;1501662;450999;1856033;1856033;1856033;1901996;1050663
610;84231000;0;1;84230999;81595799;81595799;81595799;81595799;81057504;76195181;2635200;2635200;2635200;2635200;3173495;8035818;1;1037001;83193999;80558799;77967423;77967423;77967423;82016023;79725638;2635200;5226576;5226576;5226576;1177976;3468361;2;68423001;15807999;13172799;58158451;58158451;58158451;58748260;60736332;2635200;42350452;42350452;42350452;42940261;44928333;3;73406001;10824999;8189799;42744987;42744987;42744987;43542871;45114642;2635200;31919988;31919988;31919988;32717872;34289643;4;78899001;5331999;2696799;23396509;23396509;23396509;23182575;21462298;2635200;18064510;18064510;18064510;17850576;16130299;5;81370001;2860999;225799;13130237;13130237;13130237;12442529;14938302;2635200;10269238;10269238;10269238;9581530;12077303;6;83648001;582999;0;2307032;2307032;2307032;2082845;1703008;582999;1724033;1724033;1724033;1499846;1120009
611;78431000;0;1;78430999;81595799;81595799;81595799;81595799;80542573;79402398;3164800;3164800;3164800;3164800;2111574;971399;1;1183001;77247999;80412799;77967423;77967423;77967423;79915704;84146758;3164800;719424;719424;719424;2667705;6898759;2;62854001;15576999;18741799;58158451;58158451;58158451;59829956;65036172;3164800;42581452;42581452;42581452;44252957;49459173;3;66584001;11846999;15011799;42744987;42744987;42744987;44776685;44810115;3164800;30897988;30897988;30897988;32929686;32963116;4;71536001;6894999;10059799;23396509;23396509;23396509;22676880;21107188;3164800;16501510;16501510;16501510;15781881;14212189;5;75144001;3286999;6451799;13130237;13130237;13130237;12609808;10076965;3164800;9843238;9843238;9843238;9322809;6789966;6;77779001;651999;3816799;2307032;2307032;2307032;2568290;956698;3164800;1655033;1655033;1655033;1916291;304699
612;16804000;0;1;16803999;81595799;81595799;81595799;81595799;80622508;77537451;64791800;64791800;64791800;64791800;63818509;60733452;1;789001;16014999;80806799;77967423;77967423;77967423;78230750;77676735;64791800;61952424;61952424;61952424;62215751;61661736;2;5288001;11515999;76307799;58158451;58158451;58158451;58264218;69749955;64791800;46642452;46642452;46642452;46748219;58233956;3;8880001;7923999;72715799;42744987;42744987;42744987;41539403;49950955;64791800;34820988;34820988;34820988;33615404;42026956;4;13464001;3339999;68131799;23396509;23396509;23396509;22178831;20511492;64791800;20056510;20056510;20056510;18838832;17171493;5;14867001;1936999;66728799;13130237;13130237;13130237;13483932;11726148;64791800;11193238;11193238;11193238;11546933;9789149;6;16068001;735999;65527799;2307032;2307032;2307032;2262165;2833965;64791800;1571033;1571033;1571033;1526166;2097966
613;82805000;0;1;82804999;81595799;81595799;81595799;81595799;82903378;75821825;1209200;1209200;1209200;1209200;98379;6983174;1;675001;82129999;80920799;77967423;77967423;77967423;77073675;72798902;1209200;4162576;4162576;4162576;5056324;9331097;2;63685001;19119999;17910799;58158451;58158451;58158451;60615701;55685155;1209200;39038452;39038452;39038452;41495702;36565156;3;68285001;14519999;13310799;42744987;42744987;42744987;42602833;42261985;1209200;28224988;28224988;28224988;28082834;27741986;4;73889001;8915999;7706799;23396509;23396509;23396509;23109405;22268192;1209200;14480510;14480510;14480510;14193406;13352193;5;78017001;4787999;3578799;13130237;13130237;13130237;14097969;11888708;1209200;8342238;8342238;8342238;9309970;7100709;6;82237001;567999;0;2307032;2307032;2307032;2134632;1877695;567999;1739033;1739033;1739033;1566633;1309696
614;82074000;0;1;82073999;81595799;81595799;81595799;81595799;78881923;84187505;478200;478200;478200;478200;3192076;2113506;1;657001;81416999;80938799;77967423;77967423;77967423;78048318;74517218;478200;3449576;3449576;3449576;3368681;6899781;2;61904001;20169999;19691799;58158451;58158451;58158451;59390608;56147658;478200;37988452;37988452;37988452;39220609;35977659;3;67286001;14787999;14309799;42744987;42744987;42744987;41177889;46680228;478200;27956988;27956988;27956988;26389890;31892229;4;71691001;10382999;9904799;23396509;23396509;23396509;23506370;23330325;478200;13013510;13013510;13013510;13123371;12947326;5;73642001;8431999;7953799;13130237;13130237;13130237;13380086;13646235;478200;4698238;4698238;4698238;4948087;5214236;6;81589001;484999;6799;2307032;2307032;2307032;2189795;2803682;478200;1822033;1822033;1822033;1704796;2318683
615;22604000;0;1;22603999;81595799;81595799;81595799;81595799;79564803;86084001;58991800;58991800;58991800;58991800;56960804;63480002;1;1105001;21498999;80490799;77967423;77967423;77967423;76903574;77255198;58991800;56468424;56468424;56468424;55404575;55756199;2;5900001;16703999;75695799;58158451;58158451;58158451;57120679;53158235;58991800;41454452;41454452;41454452;40416680;36454236;3;11234001;11369999;70361799;42744987;42744987;42744987;43244921;42897745;58991800;31374988;31374988;31374988;31874922;31527746;4;16366001;6237999;65229799;23396509;23396509;23396509;23546512;21781468;58991800;17158510;17158510;17158510;17308513;15543469;5;20380001;2223999;61215799;13130237;13130237;13130237;12897624;19418652;58991800;10906238;10906238;10906238;10673625;17194653;6;22285001;318999;59310799;2307032;2307032;2307032;2339916;3234448;58991800;1988033;1988033;1988033;2020917;2915449
616;21383000;0;1;21382999;81595799;81595799;81595799;81595799;80398584;88095608;60212800;60212800;60212800;60212800;59015585;66712609;1;918001;20464999;80677799;77967423;77967423;77967423;76318175;85034421;60212800;57502424;57502424;57502424;55853176;64569422;2;5068001;16314999;76527799;58158451;58158451;58158451;56077265;53330862;60212800;41843452;41843452;41843452;39762266;37015863;3;8174001;13208999;73421799;42744987;42744987;42744987;43140511;42917592;60212800;29535988;29535988;29535988;29931512;29708593;4;12976001;8406999;68619799;23396509;23396509;23396509;23184998;21166825;60212800;14989510;14989510;14989510;14777999;12759826;5;17053001;4329999;64542799;13130237;13130237;13130237;13242565;9920405;60212800;8800238;8800238;8800238;8912566;5590406;6;20767001;615999;60828799;2307032;2307032;2307032;2496599;2080635;60212800;1691033;1691033;1691033;1880600;1464636
617;26591000;0;1;26590999;81595799;81595799;81595799;81595799;85188974;93100871;55004800;55004800;55004800;55004800;58597975;66509872;1;662001;25928999;80933799;77967423;77967423;77967423;77463310;75513791;55004800;52038424;52038424;52038424;51534311;49584792;2;9668001;16922999;71927799;58158451;58158451;58158451;59503099;59415365;55004800;41235452;41235452;41235452;42580100;42492366;3;14289001;12301999;67306799;42744987;42744987;42744987;42411437;38829022;55004800;30442988;30442988;30442988;30109438;26527023;4;19683001;6907999;61912799;23396509;23396509;23396509;23197307;24115408;55004800;16488510;16488510;16488510;16289308;17207409;5;23633001;2957999;57962799;13130237;13130237;13130237;13508088;12557928;55004800;10172238;10172238;10172238;10550089;9599929;6;26288001;302999;55307799;2307032;2307032;2307032;2385749;1509318;55004800;2004033;2004033;2004033;2082750;1206319
618;18660000;0;1;18659999;81595799;81595799;81595799;81595799;79197570;85232211;62935800;62935800;62935800;62935800;60537571;66572212;1;752001;17907999;80843799;77967423;77967423;77967423;75008203;81520068;62935800;60059424;60059424;60059424;57100204;63612069;2;4352001;14307999;77243799;58158451;58158451;58158451;57605993;60668172;62935800;43850452;43850452;43850452;43297994;46360173;3;7461001;11198999;74134799;42744987;42744987;42744987;41814920;43883248;62935800;31545988;31545988;31545988;30615921;32684249;4;12677001;5982999;68918799;23396509;23396509;23396509;24193615;27806728;62935800;17413510;17413510;17413510;18210616;21823729;5;15639001;3020999;65956799;13130237;13130237;13130237;12988992;11195652;62935800;10109238;10109238;10109238;9967993;8174653;6;17950001;709999;63645799;2307032;2307032;2307032;2298270;1321038;62935800;1597033;1597033;1597033;1588271;611039
619;22412000;0;1;22411999;81595799;81595799;81595799;81595799;85003819;89507598;59183800;59183800;59183800;59183800;62591820;67095599;1;1002001;21409999;80593799;77967423;77967423;77967423;81244634;79484515;59183800;56557424;56557424;56557424;59834635;58074516;2;5522001;16889999;76073799;58158451;58158451;58158451;55685439;55292062;59183800;41268452;41268452;41268452;38795440;38402063;3;10868001;11543999;70727799;42744987;42744987;42744987;43503692;46807435;59183800;31200988;31200988;31200988;31959693;35263436;4;15850001;6561999;65745799;23396509;23396509;23396509;24591810;31856172;59183800;16834510;16834510;16834510;18029811;25294173;5;19947001;2464999;61648799;13130237;13130237;13130237;13499021;14662102;59183800;10665238;10665238;10665238;11034022;12197103;6;21584001;827999;60011799;2307032;2307032;2307032;2398938;1897658;59183800;1479033;1479033;1479033;1570939;1069659
620;19671000;0;1;19670999;81595799;81595799;81595799;81595799;81760083;70435545;61924800;61924800;61924800;61924800;62089084;50764546;1;930001;18740999;80665799;77967423;77967423;77967423;81999056;77534225;61924800;59226424;59226424;59226424;63258057;58793226;2;5006001;14664999;76589799;58158451;58158451;58158451;58618338;58414482;61924800;43493452;43493452;43493452;43953339;43749483;3;8632001;11038999;72963799;42744987;42744987;42744987;40485061;41194375;61924800;31705988;31705988;31705988;29446062;30155376;4;13689001;5981999;67906799;23396509;23396509;23396509;24937205;25791202;61924800;17414510;17414510;17414510;18955206;19809203;5;15842001;3828999;65753799;13130237;13130237;13130237;12837554;11395088;61924800;9301238;9301238;9301238;9008555;7566089;6;19021001;649999;62574799;2307032;2307032;2307032;2213285;2070505;61924800;1657033;1657033;1657033;1563286;1420506
621;22209000;0;1;22208999;81595799;81595799;81595799;81595799;81778909;80040068;59386800;59386800;59386800;59386800;59569910;57831069;1;1167001;21041999;80428799;77967423;77967423;77967423;79362413;76405445;59386800;56925424;56925424;56925424;58320414;55363446;2;6180001;16028999;75415799;58158451;58158451;58158451;60617120;57310452;59386800;42129452;42129452;42129452;44588121;41281453;3;10889001;11319999;70706799;42744987;42744987;42744987;42422401;39053352;59386800;31424988;31424988;31424988;31102402;27733353;4;16326001;5882999;65269799;23396509;23396509;23396509;24201886;26171028;59386800;17513510;17513510;17513510;18318887;20288029;5;20202001;2006999;61393799;13130237;13130237;13130237;12925742;10760045;59386800;11123238;11123238;11123238;10918743;8753046;6;21483001;725999;60112799;2307032;2307032;2307032;2115969;1695945;59386800;1581033;1581033;1581033;1389970;969946
622;19248000;0;1;19247999;81595799;81595799;81595799;81595799;78460393;81400901;62347800;62347800;62347800;62347800;59212394;62152902;1;914001;18333999;80681799;77967423;77967423;77967423;79138748;79723962;62347800;59633424;59633424;59633424;60804749;61389963;2;4000001;15247999;77595799;58158451;58158451;58158451;57224149;58743448;62347800;42910452;42910452;42910452;41976150;43495449;3;7802001;11445999;73793799;42744987;42744987;42744987;43736180;44599625;62347800;31298988;31298988;31298988;32290181;33153626;4;13177001;6070999;68418799;23396509;23396509;23396509;24066416;22072882;62347800;17325510;17325510;17325510;17995417;16001883;5;16028001;3219999;65567799;13130237;13130237;13130237;13231191;12785095;62347800;9910238;9910238;9910238;10011192;9565096;6;18438001;809999;63157799;2307032;2307032;2307032;2290968;1722742;62347800;1497033;1497033;1497033;1480969;912743
623;17011000;0;1;17010999;81595799;81595799;81595799;81595799;80181165;77965851;64584800;64584800;64584800;64584800;63170166;60954852;1;1010001;16000999;80585799;77967423;77967423;77967423;79583877;80438322;64584800;61966424;61966424;61966424;63582878;64437323;2;6259001;10751999;75336799;58158451;58158451;58158451;55779458;55210875;64584800;47406452;47406452;47406452;45027459;44458876;3;9303001;7707999;72292799;42744987;42744987;42744987;42715238;41299902;64584800;35036988;35036988;35036988;35007239;33591903;4;13517001;3493999;68078799;23396509;23396509;23396509;22335016;21648955;64584800;19902510;19902510;19902510;18841017;18154956;5;15037001;1973999;66558799;13130237;13130237;13130237;13682516;14184565;64584800;11156238;11156238;11156238;11708517;12210566;6;16327001;683999;65268799;2307032;2307032;2307032;2343029;3023878;64584800;1623033;1623033;1623033;1659030;2339879
624;79731000;0;1;79730999;81595799;81595799;81595799;81595799;83738422;78796651;1864800;1864800;1864800;1864800;4007423;934348;1;834001;78896999;80761799;77967423;77967423;77967423;78012222;90341095;1864800;929576;929576;929576;884777;11444096;2;6482001;73248999;75113799;58158451;58158451;58158451;60564973;59837968;1864800;15090548;15090548;15090548;12684026;13411031;3;11684001;68046999;69911799;42744987;42744987;42744987;43955336;43123215;1864800;25302012;25302012;25302012;24091663;24923784;4;16947001;62783999;64648799;23396509;23396509;23396509;22445824;26287522;1864800;39387490;39387490;39387490;40338175;36496477;5;20071001;59659999;61524799;13130237;13130237;13130237;13871626;17786162;1864800;46529762;46529762;46529762;45788373;41873837;6;78976001;754999;2619799;2307032;2307032;2307032;2138840;2107992;1864800;1552033;1552033;1552033;1383841;1352993
